,subject,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138
1545,568.0,-1.0,1.0,0.0,0.3605442,0.020408163,0.45578232,0.04761905,0.5442177,0.07482993,0.6394558,0.1292517,0.7210884,0.21768707,0.76870745,0.34013605,0.7823129,0.46258503,0.78911567,0.5782313,0.7755102,0.6802721,0.7482993,0.7823129,0.707483,0.89115644,0.65986395,0.9659864,0.585034,1.0,0.47619048,1.0,0.36734694,1.0,0.25170067,0.99319726,0.14285715,0.027210884,0.23809524,0.06122449,0.1632653,0.13605443,0.11564626,0.2244898,0.10204082,0.3197279,0.108843535,0.48979592,0.06802721,0.5782313,0.027210884,0.6802721,0.0,0.7823129,0.006802721,0.8707483,0.054421768,0.4217687,0.18367347,0.43537414,0.23129252,0.4489796,0.27210885,0.46258503,0.3197279,0.40136054,0.4217687,0.4489796,0.414966,0.48979592,0.40816328,0.52380955,0.39455783,0.56462586,0.37414965,0.15646258,0.27210885,0.20408164,0.21768707,0.26530612,0.20408164,0.3265306,0.24489796,0.27210885,0.26530612,0.21088435,0.27891156,0.56462586,0.18367347,0.60544217,0.12244898,0.67346936,0.108843535,0.7414966,0.13605443,0.68707484,0.1632653,0.6258503,0.17687075,0.34013605,0.5714286,0.40816328,0.53061223,0.46258503,0.49659863,0.50340134,0.49659863,0.53741497,0.47619048,0.6122449,0.47619048,0.71428573,0.4829932,0.63265306,0.5170068,0.56462586,0.5442177,0.53061223,0.5510204,0.48979592,0.56462586,0.42857143,0.5782313,0.36734694,0.56462586,0.46938777,0.52380955,0.5102041,0.5170068,0.5442177,0.50340134,0.6802721,0.48979592,0.5510204,0.5102041,0.5170068,0.5170068,0.47619048,0.53061223
1557,580.0,-1.0,1.0,0.0,0.08457711,0.0,0.2039801,0.0,0.3233831,0.0049751243,0.43781096,0.03482587,0.54228854,0.09950249,0.6268657,0.18905473,0.70149255,0.2835821,0.7711443,0.3880597,0.8159204,0.50248754,0.8159204,0.6169154,0.78109455,0.7363184,0.74129355,0.8308458,0.6865672,0.8955224,0.5970149,0.9303483,0.49253732,0.96517414,0.38308457,1.0,0.2636816,0.11940298,0.05472637,0.2039801,0.0049751243,0.3084577,0.0,0.4079602,0.029850746,0.49253732,0.07960199,0.6318408,0.10945274,0.7263682,0.094527364,0.8208955,0.09950249,0.90547264,0.13930348,0.95522386,0.21393035,0.5522388,0.1840796,0.54228854,0.24875621,0.5323383,0.31840795,0.51741296,0.3880597,0.40298507,0.40298507,0.4477612,0.4278607,0.49253732,0.45273632,0.54228854,0.45273632,0.5870647,0.45273632,0.23880596,0.12935324,0.29850745,0.104477614,0.3631841,0.11940298,0.41293532,0.1840796,0.35323384,0.17412935,0.2835821,0.15920398,0.6567164,0.23383084,0.7164179,0.18905473,0.78109455,0.19900498,0.8308458,0.24378109,0.7761194,0.25373134,0.71144277,0.24875621,0.24875621,0.49253732,0.3482587,0.5074627,0.4278607,0.52238804,0.46268657,0.54228854,0.5124378,0.54228854,0.5771144,0.5671642,0.65174127,0.5870647,0.5572139,0.6169154,0.48258707,0.6268657,0.43283582,0.6169154,0.3880597,0.5970149,0.3233831,0.5572139,0.27860695,0.50248754,0.41791046,0.53731346,0.45771143,0.5572139,0.5074627,0.56218904,0.6268657,0.58208954,0.49751243,0.5870647,0.4477612,0.5771144,0.40298507,0.56218904
1569,594.0,-1.0,1.0,0.0,0.15827338,0.0,0.26618704,0.007194245,0.38129497,0.021582734,0.48920864,0.0647482,0.58992803,0.13669065,0.66906476,0.23741007,0.7338129,0.34532374,0.77697843,0.4532374,0.79856116,0.5755396,0.78417265,0.6978417,0.7553957,0.8057554,0.705036,0.8920863,0.63309354,0.9352518,0.5323741,0.95683455,0.42446044,0.9784173,0.30935252,1.0,0.19424461,0.10071942,0.07194245,0.16546762,0.01438849,0.25179857,0.0,0.34532374,0.01438849,0.4388489,0.035971224,0.5611511,0.05035971,0.65467626,0.02877698,0.74820143,0.021582734,0.8417266,0.043165468,0.8920863,0.11510792,0.48920864,0.12230216,0.48920864,0.17985612,0.4820144,0.23021583,0.4820144,0.29496402,0.38848922,0.352518,0.43165466,0.36690646,0.4820144,0.38129497,0.52517986,0.36690646,0.5755396,0.35971224,0.20143884,0.13669065,0.25179857,0.11510792,0.30935252,0.11510792,0.35971224,0.15107913,0.30215827,0.15107913,0.25179857,0.1438849,0.61870503,0.15827338,0.66906476,0.1294964,0.7266187,0.1294964,0.78417265,0.15107913,0.7266187,0.15827338,0.66906476,0.15827338,0.26618704,0.48920864,0.352518,0.4676259,0.42446044,0.4532374,0.4676259,0.46043167,0.5179856,0.4532374,0.58992803,0.47482014,0.66906476,0.50359714,0.5827338,0.5611511,0.51079136,0.5683453,0.4676259,0.5683453,0.4172662,0.5683453,0.34532374,0.5539568,0.29496402,0.4964029,0.42446044,0.47482014,0.4676259,0.4820144,0.5179856,0.4820144,0.64028776,0.50359714,0.5179856,0.5323741,0.4676259,0.5323741,0.4172662,0.5323741
1581,607.0,-1.0,1.0,0.0,0.17465754,0.006849315,0.28424656,0.020547945,0.3938356,0.037671234,0.5068493,0.07191781,0.6164383,0.1369863,0.70547944,0.22945206,0.7773973,0.32876712,0.8356164,0.43835616,0.8630137,0.5582192,0.85958904,0.6746575,0.8184931,0.7979452,0.760274,0.89041096,0.6815069,0.94863015,0.57191783,0.97602737,0.44863012,0.989726,0.3219178,1.0,0.19520548,0.05821918,0.07876712,0.1130137,0.020547945,0.19520548,0.0,0.28082192,0.006849315,0.35958904,0.037671234,0.5171233,0.047945205,0.60958904,0.020547945,0.7089041,0.017123288,0.80136985,0.04452055,0.8732877,0.10616438,0.43493152,0.13356164,0.43150684,0.19520548,0.43150684,0.25342464,0.4280822,0.31849316,0.34931508,0.4041096,0.39041096,0.41438356,0.43493152,0.42123288,0.47945204,0.41438356,0.5273973,0.40753424,0.15753424,0.15068494,0.2089041,0.10958904,0.2739726,0.10616438,0.32534248,0.16438356,0.26712328,0.17465754,0.20547946,0.17123288,0.5787671,0.17465754,0.6369863,0.12328767,0.70547944,0.12671232,0.76369864,0.17123288,0.70547944,0.18835616,0.6369863,0.1849315,0.2739726,0.56164384,0.34246576,0.53424656,0.39726028,0.5068493,0.43150684,0.51369864,0.46575344,0.50342464,0.5376712,0.53424656,0.63013697,0.5650685,0.5410959,0.6130137,0.4760274,0.63013697,0.43835616,0.6335617,0.40068492,0.6267123,0.3458904,0.60958904,0.30479452,0.5650685,0.40068492,0.5410959,0.43493152,0.5410959,0.46575344,0.5410959,0.59931505,0.5684931,0.46917808,0.58219177,0.43835616,0.58219177,0.4041096,0.5787671
1593,619.0,-1.0,1.0,0.0,0.3708108,0.04972973,0.48108107,0.107027024,0.5794595,0.16972972,0.67351353,0.25189188,0.74594593,0.3535135,0.80108106,0.4745946,0.827027,0.5827027,0.8497297,0.6918919,0.8389189,0.7881081,0.7945946,0.8691892,0.7318919,0.94054055,0.65837836,0.98594594,0.56324327,1.0,0.45081082,0.98270273,0.32756758,0.96,0.20864865,0.9340541,0.09081081,0.07135135,0.26486486,0.104864866,0.18594594,0.17513514,0.13405405,0.26486486,0.10918919,0.35135135,0.11459459,0.4864865,0.072432436,0.56864864,0.027027028,0.66162163,0.0,0.7524324,0.00972973,0.8227027,0.06162162,0.45837837,0.17837837,0.48108107,0.20864865,0.5016216,0.23675676,0.52324325,0.27027026,0.4616216,0.4108108,0.5091892,0.4,0.5524324,0.3881081,0.5891892,0.37405404,0.6248649,0.3610811,0.2054054,0.29513514,0.24432433,0.25405404,0.29621622,0.23567568,0.35675675,0.25189188,0.31243244,0.27783784,0.2583784,0.29513514,0.5891892,0.18594594,0.6291892,0.1372973,0.6832432,0.12432432,0.74702704,0.13621622,0.7016216,0.16324325,0.6443243,0.18054055,0.4227027,0.5902703,0.47567567,0.5178378,0.5318919,0.46702704,0.57405406,0.4627027,0.60756755,0.44324324,0.68108106,0.45837837,0.7491892,0.49945945,0.7135135,0.5718919,0.65837836,0.6064865,0.6183784,0.6216216,0.57405406,0.63135135,0.50378376,0.6281081,0.4572973,0.5794595,0.5448649,0.5048649,0.58486485,0.49405405,0.62054056,0.48108107,0.7178378,0.50378376,0.6345946,0.56108105,0.59783787,0.5762162,0.5545946,0.5837838
1605,632.0,-1.0,1.0,0.0070921984,0.120567374,0.0,0.24113475,0.0,0.35815603,0.021276595,0.47517732,0.07092199,0.5851064,0.15602838,0.6666667,0.26241136,0.72695035,0.37588653,0.78014183,0.4822695,0.8014184,0.5921986,0.79787236,0.6985816,0.75886524,0.8014184,0.6985816,0.88297874,0.61702126,0.9326241,0.5106383,0.96099293,0.39716312,0.9822695,0.28368795,1.0,0.17375886,0.11347517,0.04964539,0.19503546,0.0035460992,0.29078013,0.0,0.37943262,0.014184397,0.46453902,0.04964539,0.6241135,0.081560284,0.71276593,0.056737587,0.80496454,0.04609929,0.8900709,0.06382979,0.95035464,0.11702128,0.5248227,0.15248227,0.5177305,0.21631205,0.5106383,0.28014183,0.5070922,0.35106382,0.40780142,0.40780142,0.4503546,0.41843972,0.4964539,0.4326241,0.5425532,0.429078,0.5886525,0.4219858,0.20212767,0.13120568,0.26241136,0.11347517,0.32978722,0.120567374,0.37588653,0.16666667,0.31914893,0.17021276,0.25177306,0.16312057,0.65957445,0.17730497,0.71985817,0.14184397,0.78723407,0.14539006,0.84042555,0.17730497,0.78723407,0.19858156,0.71985817,0.19503546,0.28368795,0.5177305,0.36879432,0.5177305,0.4397163,0.5070922,0.4893617,0.5248227,0.5319149,0.5177305,0.5992908,0.53900707,0.67021275,0.54964536,0.59574467,0.59574467,0.5283688,0.6134752,0.4822695,0.6134752,0.429078,0.6028369,0.3617021,0.5780142,0.31205675,0.5283688,0.43617022,0.5425532,0.4858156,0.54964536,0.5283688,0.5531915,0.63829786,0.5567376,0.5283688,0.56028366,0.4858156,0.56028366,0.43617022,0.5531915
1617,644.0,-1.0,2.0,0.0,0.155902,0.0155902,0.27839643,0.035634745,0.3964365,0.06013363,0.5100223,0.100222714,0.6169265,0.17371938,0.701559,0.27839643,0.7572383,0.39198217,0.7951002,0.5077951,0.8106904,0.62138087,0.7995546,0.72383076,0.76169264,0.8195991,0.701559,0.88641423,0.623608,0.92650336,0.5233853,0.95100224,0.41870824,0.9777283,0.31403118,1.0,0.20712695,0.11358575,0.08017817,0.18262807,0.022271715,0.27394208,0.0,0.3674833,0.011135858,0.4521158,0.04454343,0.6169265,0.0623608,0.7037862,0.04899777,0.7906459,0.051224943,0.87082404,0.075723834,0.9287305,0.12917595,0.53452116,0.1492205,0.532294,0.21380846,0.5300668,0.27616927,0.52783966,0.34075725,0.43207127,0.40089086,0.4766147,0.40979955,0.518931,0.42093542,0.5634744,0.41648108,0.6057907,0.4142539,0.23162584,0.15812917,0.2895323,0.12917595,0.3518931,0.13585746,0.4053452,0.1804009,0.3452116,0.18485524,0.28285077,0.1804009,0.64810693,0.19599108,0.701559,0.15812917,0.76169264,0.16481069,0.8151448,0.19821826,0.76391983,0.21158129,0.701559,0.20935412,0.28730512,0.5300668,0.38530067,0.51224947,0.46770602,0.4988864,0.5144766,0.5100223,0.56570154,0.5055679,0.63697106,0.5256125,0.7193764,0.5545657,0.63474387,0.6057907,0.55902004,0.62138087,0.5077951,0.62138087,0.45879734,0.6169265,0.37861916,0.5924276,0.32293987,0.54120266,0.46547884,0.52783966,0.51224947,0.532294,0.5634744,0.532294,0.6837416,0.55902004,0.5612472,0.57238305,0.51224947,0.57238305,0.46325168,0.56792873
1629,657.0,-1.0,2.0,0.0,0.22743683,0.028880866,0.3501805,0.057761732,0.46570396,0.090252705,0.5812274,0.14079422,0.6859206,0.2202166,0.76534295,0.32129964,0.8194946,0.4296029,0.8592058,0.5379061,0.8700361,0.6425993,0.84115523,0.7436823,0.78700364,0.84115523,0.7256318,0.9097473,0.63898915,0.9494585,0.53429604,0.96750903,0.41516244,0.98194945,0.299639,1.0,0.18050541,0.079422385,0.13718411,0.13357401,0.06137184,0.2202166,0.025270758,0.31407943,0.025270758,0.40433213,0.04693141,0.58483756,0.036101084,0.67509025,0.0072202166,0.7689531,0.0,0.85559565,0.032490976,0.9097473,0.10830325,0.50180507,0.16245487,0.50541514,0.23104693,0.5090253,0.299639,0.51263535,0.37184116,0.4259928,0.44765344,0.46931407,0.45487365,0.5162455,0.46209386,0.5595668,0.45126355,0.6028881,0.4404332,0.20938627,0.19494584,0.26714802,0.16606498,0.32851985,0.16245487,0.37906137,0.19855596,0.32851985,0.20938627,0.2635379,0.2129964,0.62454873,0.19133574,0.67509025,0.15162455,0.7364621,0.15162455,0.7906137,0.18050541,0.7400722,0.19855596,0.6787004,0.20216607,0.33574006,0.5812274,0.41155234,0.5595668,0.4765343,0.54151624,0.5198556,0.54873645,0.5631769,0.53429604,0.63176894,0.5523466,0.71119136,0.5631769,0.63898915,0.62454873,0.57761735,0.6498195,0.5306859,0.6534296,0.4801444,0.6534296,0.41516244,0.6353791,0.36462092,0.58844763,0.4765343,0.58483756,0.5234657,0.58844763,0.566787,0.5812274,0.6787004,0.57039714,0.57039714,0.599278,0.5270758,0.6028881,0.4801444,0.6028881
1641,670.0,-1.0,2.0,0.0,0.11930295,0.030831099,0.2600536,0.06300268,0.39678285,0.10053619,0.5241287,0.16621985,0.6327078,0.27345845,0.71313673,0.39678285,0.7734584,0.5227882,0.8190349,0.6380697,0.8150134,0.7372654,0.77613944,0.8190349,0.691689,0.8981233,0.6072386,0.961126,0.51206434,0.98793566,0.40348527,0.9932976,0.2855228,0.99731904,0.16621985,1.0,0.04691689,0.16621985,0.10053619,0.23726542,0.056300268,0.3243968,0.04021448,0.41286862,0.048257373,0.49865952,0.07372654,0.66219836,0.06702413,0.727882,0.03217158,0.79758716,0.006702413,0.87265414,0.0,0.9369973,0.030831099,0.5844504,0.1621984,0.59651476,0.23726542,0.6085791,0.31233245,0.6219839,0.38739946,0.5254692,0.43967828,0.57372653,0.44369972,0.6246649,0.45040214,0.66621983,0.43163538,0.70509386,0.41152814,0.2841823,0.19034852,0.33646113,0.14879356,0.40080428,0.14477211,0.4544236,0.19034852,0.3994638,0.20509383,0.33512065,0.20643431,0.69302946,0.16353887,0.73458445,0.10589813,0.79490614,0.09517426,0.8512064,0.12466488,0.808311,0.15147454,0.7466488,0.1621984,0.386059,0.5375335,0.48927614,0.53485256,0.57506704,0.5227882,0.62734586,0.5254692,0.6702413,0.5107239,0.73592496,0.5013405,0.8042895,0.4839142,0.7479893,0.5723861,0.6849866,0.6233244,0.6380697,0.6394102,0.5831099,0.64075065,0.49329758,0.6152815,0.41286862,0.5455764,0.5764075,0.538874,0.6286863,0.5402145,0.67292225,0.52815014,0.78016084,0.5,0.67828417,0.5764075,0.63136727,0.5924933,0.57908845,0.5924933
1653,682.0,-1.0,2.0,0.0,0.04265403,0.009478673,0.17061612,0.023696683,0.30331755,0.047393367,0.4265403,0.09952607,0.53554505,0.18957347,0.6255924,0.2985782,0.69668245,0.40758294,0.7488152,0.5165877,0.76303315,0.6161137,0.7393365,0.70616114,0.67772514,0.80094784,0.6113744,0.8815166,0.5308057,0.9336493,0.43601894,0.9620853,0.33175355,0.9810427,0.22748815,1.0,0.11848341,0.17061612,0.033175357,0.2606635,0.0047393367,0.3507109,0.0,0.4407583,0.014218009,0.52606636,0.047393367,0.6919431,0.0521327,0.76303315,0.033175357,0.8341232,0.014218009,0.9099526,0.009478673,0.9620853,0.04265403,0.60189575,0.1421801,0.60189575,0.20379147,0.6066351,0.26540285,0.6113744,0.3270142,0.49763033,0.3886256,0.5450237,0.39810428,0.5876777,0.41232228,0.63033175,0.4028436,0.6729858,0.3886256,0.27962086,0.1421801,0.34597155,0.12796208,0.4028436,0.12796208,0.4549763,0.1563981,0.4028436,0.17535545,0.3364929,0.17061612,0.69668245,0.16113745,0.7488152,0.13270143,0.8056872,0.13270143,0.8578199,0.14691943,0.81042653,0.17535545,0.7535545,0.17535545,0.3744076,0.49289098,0.46445498,0.507109,0.53554505,0.50236964,0.57345974,0.51184833,0.6113744,0.50236964,0.65876776,0.50236964,0.7109005,0.49289098,0.6540284,0.55450237,0.60189575,0.5829384,0.56398106,0.5876777,0.521327,0.5876777,0.45023698,0.5592417,0.4028436,0.49763033,0.5308057,0.52606636,0.5687204,0.5308057,0.6113744,0.521327,0.68720376,0.50236964,0.6066351,0.5308057,0.5687204,0.54028434,0.52606636,0.53554505
1665,694.0,-1.0,2.0,0.0,0.13178295,0.0,0.25968993,0.007751938,0.38372093,0.019379845,0.50775194,0.054263566,0.62015504,0.12015504,0.7209302,0.21317829,0.8023256,0.30620155,0.875969,0.41472867,0.9031008,0.5271318,0.8992248,0.6511628,0.85271317,0.76744187,0.8023256,0.8643411,0.72868216,0.9263566,0.62015504,0.95348835,0.49224806,0.9767442,0.36821705,1.0,0.2364341,0.065891474,0.03875969,0.13565892,0.003875969,0.22093023,0.0,0.30620155,0.019379845,0.38372093,0.054263566,0.5736434,0.07751938,0.65891474,0.058139537,0.74418604,0.054263566,0.8255814,0.065891474,0.8992248,0.10465116,0.46124032,0.1627907,0.4496124,0.24031007,0.44186047,0.31782946,0.43410853,0.39922482,0.35271317,0.4496124,0.39147288,0.4651163,0.43023255,0.48449612,0.47674417,0.47674417,0.51937985,0.46899223,0.16666667,0.13178295,0.2248062,0.10465116,0.28294572,0.1124031,0.32945737,0.16666667,0.27131784,0.1627907,0.20930232,0.15503876,0.6085271,0.19767442,0.6627907,0.15891473,0.7248062,0.1627907,0.7790698,0.2015504,0.7209302,0.21317829,0.65891474,0.20930232,0.251938,0.6007752,0.31782946,0.5852713,0.3875969,0.5736434,0.4224806,0.58914727,0.46899223,0.5852713,0.53488374,0.6085271,0.60465115,0.63178295,0.5232558,0.68604654,0.45348838,0.70542634,0.40697673,0.70542634,0.36434108,0.6976744,0.30620155,0.6666667,0.28294572,0.6085271,0.37984496,0.6124031,0.41860464,0.624031,0.46124032,0.62015504,0.5736434,0.63178295,0.45736435,0.6395349,0.41472867,0.6395349,0.375969,0.63178295
1677,706.0,-1.0,2.0,0.0,0.10234899,0.031879194,0.23993288,0.07550336,0.3691275,0.12416107,0.48825502,0.19630873,0.5889262,0.30536914,0.66442955,0.42785236,0.72315437,0.54362416,0.7667785,0.64597315,0.7718121,0.7315436,0.7432886,0.80369127,0.68791944,0.87583894,0.6224832,0.93791944,0.5402685,0.9714765,0.43288592,0.98657715,0.31879196,0.9983221,0.19798657,1.0,0.07214765,0.11744966,0.12416107,0.20302014,0.08053691,0.30369127,0.07214765,0.4043624,0.08557047,0.5,0.11409396,0.6728188,0.087248325,0.7432886,0.040268455,0.82550335,0.010067114,0.9127517,0.0,0.9815436,0.031879194,0.5889262,0.17617449,0.59731543,0.2533557,0.60738254,0.3305369,0.61744964,0.40771812,0.5218121,0.4681208,0.5704698,0.4714765,0.6224832,0.47315437,0.6627517,0.45637584,0.70302016,0.4362416,0.24328859,0.17617449,0.30872482,0.14261745,0.3842282,0.1409396,0.44295302,0.19127516,0.37919462,0.2080537,0.30369127,0.2080537,0.70469797,0.16946308,0.75838923,0.10402685,0.82885903,0.09060403,0.8909396,0.11241611,0.84563756,0.15436241,0.77348995,0.16946308,0.44630873,0.5922819,0.5201342,0.5671141,0.5922819,0.5419463,0.63422817,0.54530203,0.6728188,0.52348995,0.7432886,0.52684563,0.82214767,0.5302013,0.76510066,0.6107383,0.70469797,0.6510067,0.659396,0.6677852,0.61744964,0.67114097,0.5385906,0.647651,0.4748322,0.590604,0.59731543,0.5704698,0.6375839,0.5671141,0.67785233,0.5503356,0.7986577,0.54362416,0.692953,0.5989933,0.6510067,0.61577183,0.6090604,0.6191275
1689,719.0,-1.0,2.0,0.0,0.28915662,0.036144577,0.40963855,0.084337346,0.5301205,0.12048193,0.6385542,0.18072289,0.73493975,0.26506025,0.8192771,0.38554215,0.8795181,0.5060241,0.92771083,0.61445785,0.939759,0.72289157,0.90361446,0.8192771,0.8313253,0.8915663,0.73493975,0.9518072,0.6385542,0.97590363,0.5180723,0.97590363,0.39759037,0.9879518,0.27710843,1.0,0.15662651,0.072289154,0.18072289,0.12048193,0.10843374,0.20481928,0.060240965,0.30120483,0.04819277,0.39759037,0.060240965,0.55421686,0.04819277,0.6385542,0.012048192,0.74698794,0.0,0.8313253,0.024096385,0.8915663,0.084337346,0.4939759,0.15662651,0.5060241,0.22891566,0.5180723,0.28915662,0.5301205,0.3493976,0.44578314,0.44578314,0.4939759,0.44578314,0.5421687,0.45783132,0.5903614,0.43373495,0.6385542,0.40963855,0.19277108,0.22891566,0.25301206,0.19277108,0.30120483,0.19277108,0.36144578,0.21686748,0.31325302,0.22891566,0.25301206,0.22891566,0.6385542,0.18072289,0.67469877,0.13253012,0.73493975,0.13253012,0.79518074,0.15662651,0.74698794,0.16867469,0.686747,0.18072289,0.36144578,0.62650603,0.43373495,0.57831323,0.5060241,0.55421686,0.55421686,0.55421686,0.60240966,0.5421687,0.686747,0.5421687,0.7590361,0.55421686,0.7108434,0.6506024,0.6385542,0.6987952,0.57831323,0.7108434,0.5301205,0.7108434,0.44578314,0.686747,0.38554215,0.62650603,0.5060241,0.57831323,0.56626505,0.56626505,0.61445785,0.55421686,0.73493975,0.56626505,0.62650603,0.6506024,0.56626505,0.67469877,0.5180723,0.67469877
1701,731.0,-1.0,2.0,0.0,0.25,0.019736841,0.375,0.04605263,0.4868421,0.07236842,0.5986842,0.125,0.70394737,0.19736843,0.79605263,0.28947368,0.8684211,0.3881579,0.93421054,0.49342105,0.9605263,0.6118421,0.93421054,0.71710527,0.8815789,0.82236844,0.80263156,0.8947368,0.70394737,0.93421054,0.5855263,0.96710527,0.46052632,0.9868421,0.33552632,1.0,0.19736843,0.04605263,0.125,0.09210526,0.04605263,0.17763157,0.019736841,0.27631578,0.013157895,0.3618421,0.032894738,0.5263158,0.032894738,0.6315789,0.0,0.7434211,0.0,0.84210527,0.032894738,0.90789473,0.10526316,0.4473684,0.13815789,0.4473684,0.20394737,0.4473684,0.2631579,0.4473684,0.3223684,0.36842105,0.41447368,0.41447368,0.4276316,0.46052632,0.43421054,0.5065789,0.4276316,0.55263156,0.41447368,0.16447368,0.19078948,0.21710527,0.1513158,0.27631578,0.14473684,0.33552632,0.18421052,0.27631578,0.19736843,0.21710527,0.20394737,0.59210527,0.17105263,0.6447368,0.13157895,0.7105263,0.13157895,0.7697368,0.15789473,0.7105263,0.17763157,0.6513158,0.17763157,0.28289473,0.5986842,0.34210527,0.55921054,0.40789473,0.5394737,0.46052632,0.54605263,0.5131579,0.53289473,0.59210527,0.54605263,0.67763156,0.5855263,0.6052632,0.68421054,0.5263158,0.71710527,0.47368422,0.7236842,0.41447368,0.71710527,0.34868422,0.68421054,0.30921054,0.5986842,0.41447368,0.55921054,0.46052632,0.56578946,0.5131579,0.55921054,0.6513158,0.59210527,0.5197368,0.67105263,0.46710527,0.67763156,0.41447368,0.67105263
1713,743.0,-1.0,2.0,0.0,0.26938775,0.020408163,0.38367346,0.04897959,0.4979592,0.07755102,0.60816324,0.12653062,0.71428573,0.20408164,0.8081633,0.3102041,0.8734694,0.42857143,0.922449,0.55918366,0.93877554,0.6857143,0.922449,0.79591835,0.86530614,0.8857143,0.77959186,0.9510204,0.67755103,0.97959185,0.55918366,0.9959184,0.4367347,1.0,0.31428573,1.0,0.19591837,0.09795918,0.12653062,0.15510204,0.06530612,0.24081632,0.028571429,0.33469388,0.028571429,0.42040816,0.053061225,0.5755102,0.04897959,0.6571429,0.012244898,0.74693877,0.0,0.83265305,0.01632653,0.90612245,0.06938776,0.50612247,0.15918367,0.51836735,0.21632653,0.5265306,0.27755103,0.5346939,0.33877552,0.4408163,0.4408163,0.48979592,0.44489795,0.5387755,0.45306122,0.5836735,0.4408163,0.62857145,0.42857143,0.2,0.22040816,0.25306123,0.19591837,0.3102041,0.18775511,0.37551022,0.21632653,0.31428573,0.22857143,0.25306123,0.23265307,0.63673466,0.2,0.6938776,0.1632653,0.75510204,0.15918367,0.81632656,0.17959183,0.7632653,0.19591837,0.7020408,0.2,0.29795918,0.59591836,0.39183673,0.55510205,0.48163265,0.5265306,0.54285717,0.5346939,0.6,0.51836735,0.6897959,0.5387755,0.78367347,0.5755102,0.6979592,0.64489794,0.6163265,0.67346936,0.55510205,0.68163264,0.48979592,0.67755103,0.4,0.6530612,0.33061224,0.6,0.4857143,0.5836735,0.5469388,0.5836735,0.60408163,0.5755102,0.75102043,0.5795918,0.60816324,0.60816324,0.5510204,0.6163265,0.4857143,0.6163265
1725,755.0,-1.0,2.0,0.0,0.14457831,0.0,0.27710843,0.012048192,0.39759037,0.024096385,0.5180723,0.09638554,0.62650603,0.19277108,0.7108434,0.30120483,0.78313255,0.39759037,0.85542166,0.5060241,0.8795181,0.61445785,0.8674699,0.7108434,0.79518074,0.8192771,0.72289157,0.91566265,0.6385542,0.96385545,0.55421686,0.9879518,0.43373495,1.0,0.31325302,1.0,0.19277108,0.072289154,0.084337346,0.13253012,0.024096385,0.22891566,0.0,0.3253012,0.024096385,0.43373495,0.060240965,0.62650603,0.060240965,0.72289157,0.036144577,0.8072289,0.024096385,0.90361446,0.04819277,0.96385545,0.10843374,0.5180723,0.18072289,0.5180723,0.27710843,0.5180723,0.37349397,0.5060241,0.45783132,0.39759037,0.5060241,0.44578314,0.5180723,0.5060241,0.5301205,0.56626505,0.5180723,0.61445785,0.5060241,0.18072289,0.18072289,0.24096386,0.14457831,0.31325302,0.15662651,0.37349397,0.20481928,0.30120483,0.20481928,0.22891566,0.20481928,0.6506024,0.21686748,0.6987952,0.16867469,0.7710843,0.16867469,0.8313253,0.20481928,0.78313255,0.21686748,0.7108434,0.22891566,0.27710843,0.57831323,0.37349397,0.60240966,0.45783132,0.61445785,0.5060241,0.62650603,0.55421686,0.61445785,0.6385542,0.61445785,0.73493975,0.60240966,0.6385542,0.67469877,0.55421686,0.6987952,0.5060241,0.6987952,0.44578314,0.6987952,0.36144578,0.6626506,0.30120483,0.60240966,0.45783132,0.6385542,0.5060241,0.6506024,0.55421686,0.6506024,0.6987952,0.61445785,0.55421686,0.6506024,0.5060241,0.6506024,0.45783132,0.6385542
